"","title","amount","namedep","transaction","view","city","date","page"
"388","
                      I Paid Rs. 500 to Police in New Delhi.
                    ","Paid INR 500
                        ","Police","Police Verification for Passport","181 views","New Delhi
                      , Delhi","October 12, 2015",39
"389","
                      I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,400
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","167 views","Indore
                      , Madhya Pradesh","October 12, 2015",39
"390","
                      I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,610
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","166 views","Indore
                      , Madhya Pradesh","October 12, 2015",39
"391","
                      I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 3,610
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","150 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"392","
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 800
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","124 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"393","
                      I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 1,200
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","140 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"394","
                      I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 3,200
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","121 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"395","
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 4,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","126 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"396","
                      I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 15,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","139 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"397","
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 3,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","133 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"398","
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","121 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"399","
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","101 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"400","
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","76 views","Indore
                      , Madhya Pradesh","October 12, 2015",40
"401","
                      I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 1,400
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","75 views","Indore
                      , Madhya Pradesh","October 12, 2015",41
"402","
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 800
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","69 views","Indore
                      , Madhya Pradesh","October 12, 2015",41
"403","
                      I Paid Rs. 2000 to Municipal Services in Agra.
                    ","Paid INR 2,000
                        ","Municipal Services","Birth Certificate","114 views","Agra
                      , Uttar Pradesh","October 12, 2015",41
